Composition,T,CTE,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm
Dy0.3333Nd0.3333Y0.3333PO4,1000,4.67266782,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1100,4.775578261,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1200,4.873186643,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1300,4.965292101,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1400,5.054583267,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1500,5.143560939,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1600,5.233153075,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1700,5.323110343,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1800,5.415871849,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,1900,5.510763069,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Y0.3333PO4,2000,5.607330625,8,66,58,16.99936666,12.66582219,8,12,87,75,75.27868798,18.20249008,87,15.9994,162.5,146.5006,37.80742852,31.3557828,15.9994,54.8,1799,1744.2,354.8404807,412.574344,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.777729629,1.036990122,2,66,201,135,94.22055368,37.62803204,66,1.14,3.44,2.3,2.857249954,0.777013011,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,1,1,0.055550926,0.104930041,0,0,10,10,0.777712962,1.382615223,0,3,12,9,5.999983333,0.666637037,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,9,9,0.499958333,0.944370369,0,0,10,10,0.777712962,1.382615223,0,2,10,8,3.111035184,1.51841728,2,9.105,34.81,25.705,15.29891458,8.25869042,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,194,192,40.66411107,51.10770358,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,100,0.86980155,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,200,2.180080475,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,300,3.004343887,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,400,3.56156022,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,500,3.936317761,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,600,4.198387691,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,700,4.393625766,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,800,4.548529997,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,900,4.678150776,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,1000,4.79183433,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,1100,4.894888455,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
Dy0.3333Nd0.3333Yb0.3333PO4,1200,4.992829843,8,70,62,18.72144536,15.5360012,8,19,87,68,76.77856298,15.70265675,87,15.9994,173.054,157.0546,42.48193617,39.14675872,15.9994,54.8,1685,1630.2,315.5659761,347.693763,54.8,3,16,13,13.66684445,3.55531851,16,2,6,4,2.833280555,1.111059257,2,66,201,135,94.0539009,37.40582463,66,1.14,3.44,2.3,2.859471991,0.774050246,3.44,2,2,0,2,0,2,0,4,4,3.166719445,1.111059257,4,0,0,0,0,0,0,0,14,14,1.555425924,2.592419747,0,5,16,11,6.722145369,1.617166252,6,0,0,0,0,0,0,0,3,3,1.833363889,0.611070369,2,0,0,0,0,0,0,0,10,10,0.777712962,1.382615223,0,0,10,10,2.611076851,1.104878188,2,9.105,34.81,25.705,15.39640646,8.388681753,9.105,0,1.625,1.625,0.270837847,0.451394907,0,0,0,0,0,0,0,2,225,223,42.38618977,53.97788258,12,5,0.693898897,0.670513639,0.666809543,0.666683599,0.666677842
